CHARGE1STATUTE,CHARGE1DESCRIPTION,OffenseDescription,OffenseDescription2,OffenseType,OffenseTypeSort
720 ILCS 5.0/21-1-A-1,CRIM DMG TO PROP $500-10K,Criminal damage to property,Criminal damage to property/institutional vandalism,Property offense,2
720 ILCS 5.0/21-1-A-1,CRIM DMG/$10-$100K/MEMORIAL,Criminal damage to property,Criminal damage to property/institutional vandalism,Property offense,2
720 ILCS 5.0/21-1-A-1,CRIM DMG/$10K-100K/SCHOOL,Criminal damage to property,Criminal damage to property/institutional vandalism,Property offense,2
720 ILCS 5.0/21-1-A-1,CRIM DMG>$300<$10K/MEMORIAL,Criminal damage to property,Criminal damage to property/institutional vandalism,Property offense,2
720 ILCS 5.0/21-1-A-1,CRIM DMG>$500<$10K/MEMORIAL,Criminal damage to property,Criminal damage to property/institutional vandalism,Property offense,2
720 ILCS 5.0/21-1-A-1,CRIMINAL DAMAGE <$300/SCHOOL,Criminal damage to property,Criminal damage to property/institutional vandalism,Property offense,2
720 ILCS 5.0/21-1-A-1,CRIMINAL DAMAGE <$500/SCHOOL,Criminal damage to property,Criminal damage to property/institutional vandalism,Property offense,2
720 ILCS 5.0/21-1-A-1,CRIMINAL DAMAGE/$10K-100K,Criminal damage to property,Criminal damage to property/institutional vandalism,Property offense,2
720 ILCS 5.0/21-1-A-2,CRIM DAM/FIRE/EXPL/$300-10K,Criminal damage to property,Criminal damage to property/institutional vandalism,Property offense,2
720 ILCS 5.0/21-1-A-2,CRIM DAMAGE/FIRE/EXPL/<$300,Criminal damage to property,Criminal damage to property/institutional vandalism,Property offense,2
720 ILCS 5.0/21-1-A-2,CRIM DAMAGE/FIRE/EXPL/<$500,Criminal damage to property,Criminal damage to property/institutional vandalism,Property offense,2
720 ILCS 5.0/21-1-A-3,CRIM DAMAGE/START FIRE/<$300,Criminal damage to property,Criminal damage to property/institutional vandalism,Property offense,2
720 ILCS 5.0/21-1-A-5,CRIM DAMAGE/STINK BOMB/<$300,Criminal damage to property,Criminal damage to property/institutional vandalism,Property offense,2
720 ILCS 5.0/21-1-A-6,CRIM DAMAGE/DEFRD INS/<$300,Criminal damage to property,Criminal damage to property/institutional vandalism,Property offense,2
720 ILCS 5.0/21-1-A-8,CRIM DAM/FIRE FIGHTING EQUIP,Criminal damage to government property,Criminal damage to property/institutional vandalism,Property offense,2
720 ILCS 5.0/21-1-A-9,CRIM DAMAGE/OPEN FIRE HYDRANT,Criminal damage to government property,Criminal damage to property/institutional vandalism,Property offense,2
720 ILCS 5.0/21-1.01-A-1,CRIM DMG/GOVT PROP/<$500,Criminal damage to government property,Criminal damage to property/institutional vandalism,Property offense,2
720 ILCS 5.0/21-1.01-A-1,CRIM DMG/GOVT PROP/<$500 (ATTEMPT),Criminal damage to government property,Criminal damage to property/institutional vandalism,Property offense,2
720 ILCS 5.0/21-1.01-A-1,CRIM DMG/GOVT PROP/>$500-$10K,Criminal damage to government property,Criminal damage to property/institutional vandalism,Property offense,2
720 ILCS 5.0/21-1.01-A-1,CRIM DMG/GOVT PROP/>$500-$10K (ATTEMPT),Criminal damage to government property,Criminal damage to property/institutional vandalism,Property offense,2
720 ILCS 5.0/21-1.01-A-1,CRIM DMG/GOVT PROP>$100K,Criminal damage to government property,Criminal damage to property/institutional vandalism,Property offense,2
720 ILCS 5.0/21-1.01-A-1,CRIM DMG/GOVT PROP>$10K-$100K,Criminal damage to government property,Criminal damage to property/institutional vandalism,Property offense,2
720 ILCS 5.0/21-1.01-A-2,DMG GOVT PROP/FIRE/EXPL<$500,Criminal damage to government property,Criminal damage to property/institutional vandalism,Property offense,2
720 ILCS 5.0/21-1.01(A)(1),CRIM DMG/GOVT PROP/<$500,Criminal damage to government property,Criminal damage to property/institutional vandalism,Property offense,2
720 ILCS 5.0/21-1.01(A)(1),CRIM DMG/GOVT PROP/>$500-$10K,Criminal damage to government property,Criminal damage to property/institutional vandalism,Property offense,2
720 ILCS 5.0/21-1.2-A-1,VANDALISM - INSTITUTION/CHURCH <$300,Criminal damage to property,Criminal damage to property/institutional vandalism,Property offense,2
720 ILCS 5.0/21-1.2-A-5,INST VANDALISM/PERS PROP/<$500,Criminal damage to property,Criminal damage to property/institutional vandalism,Property offense,2
720 ILCS 5.0/21-1.3-A,CRIM DEFACE OF PROP - >$300,Criminal damage to property,Criminal damage to property/institutional vandalism,Property offense,2
720 ILCS 5.0/21-1.3-A,CRIM DEFACE OF PROP - PAINT/OTHER,Criminal damage to property,Criminal damage to property/institutional vandalism,Property offense,2
720 ILCS 5.0/21-1.3-A,CRIM DEFACEMENT OF PROP - <$300 / 2ND,Criminal damage to property,Criminal damage to property/institutional vandalism,Property offense,2
720 ILCS 5.0/21-1.3-A,CRIM DEFACEMENT PROP <$500 2ND,Criminal damage to property,Criminal damage to property/institutional vandalism,Property offense,2
720 ILCS 5.0/21-1.3-A,CRIMINAL DEFACE/<$300/MEMORIAL,Criminal damage to property,Criminal damage to property/institutional vandalism,Property offense,2
720 ILCS 5.0/21-1.3-A,CRIMINAL DEFACEMENT PROP <$500,Criminal damage to property,Criminal damage to property/institutional vandalism,Property offense,2
720 ILCS 5.0/21-1.3-A,CRIMINAL DEFACEMENT PROP <$500 (CONSPIRACY),Criminal damage to property,Criminal damage to property/institutional vandalism,Property offense,2
720 ILCS 5.0/21-1.3-A,CRIMINAL DEFACEMENT PROP >$500,Criminal damage to property,Criminal damage to property/institutional vandalism,Property offense,2
720 ILCS 5.0/21-1.3-A,DEFACEMENT PROP/SCHOOL <$500,Criminal damage to property,Criminal damage to property/institutional vandalism,Property offense,2
720 ILCS 5.0/21-2,CRIMINAL TRESPASS TO VEHICLES,Criminal trespass to vehicles,Vehicular invasion/trespass to vehicle,Property offense,2
720 ILCS 5.0/21-2,CRIMINAL TRESPASS TO VEHICLES (ATTEMPT),Criminal trespass to vehicles,Vehicular invasion/trespass to vehicle,Property offense,2
720 ILCS 5.0/21-2-A,CRIM TRES TO VEH/PHY CONTROL,Criminal trespass to vehicles,Vehicular invasion/trespass to vehicle,Property offense,2
720 ILCS 5.0/21-2-A,CRIM TRES TO VEH/PHY CONTROL (ATTEMPT),Criminal trespass to vehicles,Vehicular invasion/trespass to vehicle,Property offense,2
720 ILCS 5.0/21-2-A,CRIMINAL TRESPASS TO VEHICLES,Criminal trespass to vehicles,Vehicular invasion/trespass to vehicle,Property offense,2
720 ILCS 5.0/21-2-A,CRIMINAL TRESPASS TO VEHICLES  (ATTEMPT),Criminal trespass to vehicles,Vehicular invasion/trespass to vehicle,Property offense,2
720 ILCS 5.0/21-2.5-B,UNLWFUL USE ELEC TRACKING DVC,Criminal trespass to vehicles,Vehicular invasion/trespass to vehicle,Property offense,2
720 ILCS 5.0/21-3-A-1,CRIMINAL TRESPASS TO REAL PROPERTY,Criminal trespass to real property,Criminal trespass to a residence/property,Property offense,2
720 ILCS 5.0/21-3-A-1,CRIMINAL TRESPASS TO REAL PROPERTY (ATTEMPT),Criminal trespass to real property,Criminal trespass to a residence/property,Property offense,2
720 ILCS 5.0/21-3-A-1,CRIMINAL TRESPASS TO REAL PROPERTY (SOLICITATION),Criminal trespass to real property,Criminal trespass to a residence/property,Property offense,2
720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,Criminal trespass to real property,Criminal trespass to a residence/property,Property offense,2
720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND (ATTEMPT),Criminal trespass to real property,Criminal trespass to a residence/property,Property offense,2
720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND (SOLICITATION),Criminal trespass to real property,Criminal trespass to a residence/property,Property offense,2
720 ILCS 5.0/21-3-A-3,CRIMINAL TRESPASS - REMAIN ON LAND,Criminal trespass to real property,Criminal trespass to a residence/property,Property offense,2
720 ILCS 5.0/21-3-A-3,CRIMINAL TRESPASS - REMAIN ON LAND (SOLICITATION),Criminal trespass to real property,Criminal trespass to a residence/property,Property offense,2
720 ILCS 5.0/21-3-A-3.5,CRIM TRESPASS/FALSE IDENTITY,Criminal trespass to real property,Criminal trespass to a residence/property,Property offense,2
720 ILCS 5.0/21-3-A-3.7,CRIMINAL TRESPASS/REMOVE NOTICE,Criminal trespass to real property,Criminal trespass to a residence/property,Property offense,2
720 ILCS 5.0/21-3-A-4,CRIM TRES FIELD/RECEIVE NOTICE,Criminal trespass to real property,Criminal trespass to a residence/property,Property offense,2
720 ILCS 5.0/21-3-A-5-1,CRIM TRESPASS VEHICLE IN FIELD,Criminal trespass to vehicles,Vehicular invasion/trespass to vehicle,Property offense,2
720 ILCS 5.0/21-4-1-A,CRIMINAL DAMAGE -  TO GOVT/STATE PROPERTY<$500,Criminal trespass to government property,Criminal trespass to a residence/property,Property offense,2
720 ILCS 5.0/21-5,CRIMINAL TRESPASS TO STATE LAND,Criminal trespass to real property,Criminal trespass to a residence/property,Property offense,2
720 ILCS 5.0/21-5-A,CRIM TRESPASS TO STATE LAND,Criminal trespass to real property,Criminal trespass to a residence/property,Property offense,2
720 ILCS 5.0/21-5-A,CRIM TRESPASS TO STATE LAND    (ATTEMPT),Criminal trespass to real property,Criminal trespass to a residence/property,Property offense,2
720 ILCS 5.0/21-5-A-5,CRIM TRESPASS/CAUSE DELAY,Criminal trespass to real property,Criminal trespass to a residence/property,Property offense,2
720 ILCS 5.0/21-5-B,CRIM TRES/STATE LAND/FLS REP,Criminal trespass to real property,Criminal trespass to a residence/property,Property offense,2
720 ILCS 5.0/21-5.5-B-1,TRES SAFE SCH ZONE/STUDENT/EM,Criminal trespass to real property,Criminal trespass to a residence/property,Property offense,2
720 ILCS 5.0/21-5.5-B-2,TRES SAFE SCHOOL ZONE/OTHER,Criminal trespass to real property,Criminal trespass to a residence/property,Property offense,2
720 ILCS 5.0/21-6-A,WEAPONS - UNAUTHD PSSESSION/ STORAGE,Unlawful use of a weapon (firearm),Unlawful use of a weapon (firearm),Weapon offense,3
720 ILCS 5.0/21-7-A-1,CRIM TRES/RESTR AREA/AIRPORT,Criminal trespass to real property,Criminal trespass to a residence/property,Property offense,2
720 ILCS 5.0/21-7-A-2,RESTR AREA/AIRPORT/FALSE REP,Criminal trespass to real property,Criminal trespass to a residence/property,Property offense,2
720 ILCS 5.0/21-7-A-3,RESTR AREA/AIRPORT/IMPERSONATE,Criminal trespass to real property,Criminal trespass to a residence/property,Property offense,2
720 ILCS 5.0/21-9,CRIM TRES PLACE OF PUB AMUSE,Criminal trespass to real property,Criminal trespass to a residence/property,Property offense,2
720 ILCS 5.0/21-9-A,CRIM TRES PLACE OF PUB AMUSE,Criminal trespass to real property,Criminal trespass to a residence/property,Property offense,2
720 ILCS 5.0/21.1-2,RESIDENTIAL PICKETING,Criminal trespass to real property,Criminal trespass to a residence/property,Property offense,2
720 ILCS 5.0/21.2-2,INTERFERE/INST OF EDUCATION,Criminal trespass to real property,Criminal trespass to a residence/property,Property offense,2
720 ILCS 5.0/24-1-A-1,UNLAWFUL USE BLACK-JACK/KNIFE,Unlawful use of a weapon (firearm),Unlawful use of a weapon (firearm),Weapon offense,3
720 ILCS 5.0/24-1-A-1,UUW -  WEAPON - SALE-USE BLACKJACK/SCHOOL/PARK,Unlawful use of a weapon (firearm),Unlawful use of a weapon (firearm),Weapon offense,3
720 ILCS 5.0/24-1-A-10,CARRY/POSS FIREARM PUBLIC/SCH,Unlawful use of a weapon (firearm),Unlawful use of a weapon (firearm),Weapon offense,3
720 ILCS 5.0/24-1-A-10,UUW -  WEAPON - PUB HS/PARK/SCHOOL OR 2ND OFFENSE,Unlawful use of a weapon (firearm),Unlawful use of a weapon (firearm),Weapon offense,3
720 ILCS 5.0/24-1-A-10,UUW -  WEAPON - PUBLIC STREET/ALLEY/LANDS,Unlawful use of a weapon (firearm),Unlawful use of a weapon (firearm),Weapon offense,3
720 ILCS 5.0/24-1-A-2,KNIFE/GAS W/INTENT SCH/PUBLIC,Unlawful use of a weapon (firearm),Unlawful use of a weapon (firearm),Weapon offense,3
720 ILCS 5.0/24-1-A-2,UUW -  WEAPON - CARRY W/ INTENT KNIFE,Unlawful use of a weapon (firearm),Unlawful use of a weapon (firearm),Weapon offense,3
720 ILCS 5.0/24-1-A-3,UUW -  WEAPON - TEAR GAS/LIQUID GAS,Unlawful use of a weapon (firearm),Unlawful use of a weapon (firearm),Weapon offense,3
720 ILCS 5.0/24-1-A-4,UUW -  WEAPON - CARRY/POSSESS FIREARM/2ND+,Unlawful use of a weapon (firearm),Unlawful use of a weapon (firearm),Weapon offense,3
720 ILCS 5.0/24-1-A-4,UUW -  WEAPON - CARRY/POSSESS FIREARM/SCHOOL/PARK,Unlawful use of a weapon (firearm),Unlawful use of a weapon (firearm),Weapon offense,3
720 ILCS 5.0/24-1-A-4,UUW - CARRY/POSSESS FIREARM/1ST,Unlawful use of a weapon (firearm),Unlawful use of a weapon (firearm),Weapon offense,3
720 ILCS 5.0/24-1-A-4,UUW - WEAPON - CARRY/POSSESS FIREARM/1ST,Unlawful use of a weapon (firearm),Unlawful use of a weapon (firearm),Weapon offense,3
720 ILCS 5.0/24-1-A-5,UUW -  WEAPON - SET SPRING GUN,Unlawful use of a weapon (not firearm),Unlawful use of a weapon (firearm),Weapon offense,3
720 ILCS 5.0/24-1-A-6,UUW -  WEAPON / SILENCER,Unlawful use of a weapon (not firearm),Unlawful use of a weapon (firearm),Weapon offense,3
720 ILCS 5.0/24-1-A-6,UUW -  WEAPON / SILENCER - SCH/PUB HS/PRK,Unlawful use of a weapon (not firearm),Unlawful use of a weapon (firearm),Weapon offense,3
720 ILCS 5.0/24-1-A-7-I,UUW -  WEAPON - MACHINE GUN /AUTOMATIC WEAPON,Unlawful use of a weapon (firearm),Unlawful use of a weapon (firearm),Weapon offense,3
720 ILCS 5.0/24-1-A-7-I,UUW - MACHINE GUN/AUTO WEAPON/SCH/PK,Unlawful use of a weapon (firearm),Unlawful use of a weapon (firearm),Weapon offense,3
720 ILCS 5.0/24-1-A-7-I,UUW - WEAPON - MACHINE GUN/AUTO WEAPON/VEH,Unlawful use of a weapon (firearm),Unlawful use of a weapon (firearm),Weapon offense,3
720 ILCS 5.0/24-1-A-7-II,UUW - WEAPON - RIFLE<16IN - SHOTGUN<18IN,Unlawful use of a weapon (firearm),Unlawful use of a weapon (firearm),Weapon offense,3
720 ILCS 5.0/24-1-A-7-II,UUW - WEAPON - RIFLE<16IN SHOTGUN<18IN/SCHOOL/PARK,Unlawful use of a weapon (firearm),Unlawful use of a weapon (firearm),Weapon offense,3
720 ILCS 5.0/24-1-A-7-III,UUW -  WEAPON - BOMB/GRENADE/MOLOTOV COCKTAIL,Unlawful use of a weapon (firearm),Unlawful use of a weapon (firearm),Weapon offense,3
720 ILCS 5.0/24-1-A-7-III,UUW - WEAPON - BOMB/BOMBSHELL/GRENADE/SCH/PK,Unlawful use of a weapon (firearm),Unlawful use of a weapon (firearm),Weapon offense,3
720 ILCS 5.0/24-1-A-8,UUW -  WEAPON - BAR/PUBLIC GATH/ (LICENSE/ADMN),Unlawful use of a weapon (firearm),Unlawful use of a weapon (firearm),Weapon offense,3
720 ILCS 5.0/24-1-A-9,UUW -  WEAPON - POSS/CARRY/CONCEAL WEAPON - SCH/PB HS/PRK,Unlawful use of a weapon (firearm),Unlawful use of a weapon (firearm),Weapon offense,3
720 ILCS 5.0/24-1-A-9,UUW -  WEAPON - POSS/CARRY/CONCEAL WEAPON - SCH/PB HS/PRK (ATTEMPT),Unlawful use of a weapon (firearm),Unlawful use of a weapon (firearm),Weapon offense,3
720 ILCS 5.0/24-1-A-9,UUW -  WEAPON - POSSESS/CARRY /CONCEAL WEAPON,Unlawful use of a weapon (firearm),Unlawful use of a weapon (firearm),Weapon offense,3
720 ILCS 5.0/24-1-A-9,UUW - WEAPON - CARRY /POSSESS CONCEALED WEAPON/2ND,Unlawful use of a weapon (firearm),Unlawful use of a weapon (firearm),Weapon offense,3
720 ILCS 5.0/24-1.1-A,UUW - WEAPON - FELON POSS WEAPON BODY ARMOR,Unlawful use of a weapon by a felon,Unlawful use of a weapon by a felon,Weapon offense,3
720 ILCS 5.0/24-1.1-A,UUW - WEAPON - FELON POSS/USE FIREARM/PAROLE,Unlawful use of a weapon by a felon,Unlawful use of a weapon by a felon,Weapon offense,3
720 ILCS 5.0/24-1.1-A,UUW - WEAPON - FELON POSS/USE MACHINE GUN,Unlawful use of a weapon by a felon,Unlawful use of a weapon by a felon,Weapon offense,3
720 ILCS 5.0/24-1.1-A,UUW - WEAPON - FELON POSSES WEAPON/2ND+,Unlawful use of a weapon by a felon,Unlawful use of a weapon by a felon,Weapon offense,3
720 ILCS 5.0/24-1.1-A,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",Unlawful use of a weapon by a felon,Unlawful use of a weapon by a felon,Weapon offense,3
720 ILCS 5.0/24-1.1-A,UUW - WEAPON - FELON/PAROLE-POSSESS/USE FIREARM PRIOR,Unlawful use of a weapon by a felon,Unlawful use of a weapon by a felon,Weapon offense,3
720 ILCS 5.0/24-1.1-B,UUW -  WEAPON - FELON/POSSESS WEAPON IN PRISON,Unlawful use of a weapon by a felon,Unlawful use of a weapon by a felon,Weapon offense,3
720 ILCS 5.0/24-1.1-B,UUW - WEAPON - FELON POSS MACHINE GUN PRISON,Unlawful use of a weapon by a felon,Unlawful use of a weapon by a felon,Weapon offense,3
720 ILCS 5.0/24-1.2-5-A-2,AGG DISCH FIREARM - AGG DISCH SILENCER PERSON/VEH,Aggravated discharge of a firearm,Unlawful/aggravated/reckless discharge of firearm,Weapon offense,3
720 ILCS 5.0/24-1.2-5-A-4,AGG DISCHARGE FIREARM - AGG DISCH SILENCER/OFFICER VEH,Aggravated discharge of a firearm,Unlawful/aggravated/reckless discharge of firearm,Weapon offense,3
720 ILCS 5.0/24-1.2-A-1,AGGR DISCHARGE FIREARM - BLDG/SCHOOL,Aggravated discharge of a firearm,Unlawful/aggravated/reckless discharge of firearm,Weapon offense,3
720 ILCS 5.0/24-1.2-A-1,AGGR DISCHARGE FIREARM - OCCUPIED BLDG,Aggravated discharge of a firearm,Unlawful/aggravated/reckless discharge of firearm,Weapon offense,3
720 ILCS 5.0/24-1.2-A-2,AGG DISCHARGE FIREARM - VEH/SCH,Aggravated discharge of a firearm,Unlawful/aggravated/reckless discharge of firearm,Weapon offense,3
720 ILCS 5.0/24-1.2-A-2,AGGR DISCHARGE FIREARM - OCCUPIED VEHICLE,Aggravated discharge of a firearm,Unlawful/aggravated/reckless discharge of firearm,Weapon offense,3
720 ILCS 5.0/24-1.2-A-3,AGGR DISCHARGE FIREARM - PO/FIREMAN,Aggravated discharge of a firearm,Unlawful/aggravated/reckless discharge of firearm,Weapon offense,3
720 ILCS 5.0/24-1.2-A-4,AGG DISCH FIREARM/VEH/PC OFF/FIREMAN,Aggravated discharge of a firearm,Unlawful/aggravated/reckless discharge of firearm,Weapon offense,3
720 ILCS 5.0/24-1.2-A-6,AGG DISCH FIREARM/VEH/1ST AID PERSON,Aggravated discharge of a firearm,Unlawful/aggravated/reckless discharge of firearm,Weapon offense,3
720 ILCS 5.0/24-1.5-A,RECKLESS DISCH FIREARM - ENDANGER,Reckless discharge of a firearm,Unlawful/aggravated/reckless discharge of firearm,Weapon offense,3
720 ILCS 5.0/24-1.5-B,RECKLESS DISCHARGE FIREARM - PASSENGER,Reckless discharge of a firearm,Unlawful/aggravated/reckless discharge of firearm,Weapon offense,3
720 ILCS 5.0/24-1.6-A-1,AGG UNLWFL USE WEAPON/VEH/2ND,Aggravated unlawful use of a weapon,Aggravated unlawful use of a weapon,Weapon offense,3
720 ILCS 5.0/24-1.6-A-1,AGG UUW W/ BODY ARMOR/PRIVATE,Aggravated unlawful use of a weapon,Aggravated unlawful use of a weapon,Weapon offense,3
720 ILCS 5.0/24-1.6-A-1,AGG UUW-LOADED-NO FCCA-FOID,Aggravated unlawful use of a weapon,Aggravated unlawful use of a weapon,Weapon offense,3
720 ILCS 5.0/24-1.6-A-1,AGG UUW/LOADED-NO FCCA-FOID,Aggravated unlawful use of a weapon,Aggravated unlawful use of a weapon,Weapon offense,3
720 ILCS 5.0/24-1.6-A-1,AGG UUW/UNLOADED/NO FCCA/FOID,Aggravated unlawful use of a weapon,Aggravated unlawful use of a weapon,Weapon offense,3
720 ILCS 5.0/24-1.6-A-1,AGG UUW/VEH/CM THREAT VIOL/2+,Aggravated unlawful use of a weapon,Aggravated unlawful use of a weapon,Weapon offense,3
720 ILCS 5.0/24-1.6-A-1,AGG UUW/VEH/CM VIOLATION/2+,Aggravated unlawful use of a weapon,Aggravated unlawful use of a weapon,Weapon offense,3
720 ILCS 5.0/24-1.6-A-1,AGG UUW/VEH/DELINQ MINOR/2+,Aggravated unlawful use of a weapon,Aggravated unlawful use of a weapon,Weapon offense,3
720 ILCS 5.0/24-1.6-A-1,AGG UUW/VEH/DELINQUENT MINOR,Aggravated unlawful use of a weapon,Aggravated unlawful use of a weapon,Weapon offense,3
720 ILCS 5.0/24-1.6-A-1,AGG UUW/VEH/FIR LOADED/NO FOID,Aggravated unlawful use of a weapon,Aggravated unlawful use of a weapon,Weapon offense,3
720 ILCS 5.0/24-1.6-A-1,AGG UUW/VEH/ORDER PROTECT/2+,Aggravated unlawful use of a weapon,Aggravated unlawful use of a weapon,Weapon offense,3
720 ILCS 5.0/24-1.6-A-1,AGG UUW/VEH/PREV CONVICTION,Aggravated unlawful use of a weapon,Aggravated unlawful use of a weapon,Weapon offense,3
720 ILCS 5.0/24-1.6-A-1,AGG UUW/VEH/UNLOAD/NO FCCA/2+,Aggravated unlawful use of a weapon,Aggravated unlawful use of a weapon,Weapon offense,3
720 ILCS 5.0/24-1.6-A-1,AGG UUW/VEH/UNLOADED/AMMO,Aggravated unlawful use of a weapon,Aggravated unlawful use of a weapon,Weapon offense,3
720 ILCS 5.0/24-1.6-A-1,AGG UUW/VEH/UNLOADED/AMMO/2+,Aggravated unlawful use of a weapon,Aggravated unlawful use of a weapon,Weapon offense,3
